address,wardLat,wardLon,wardBounds,wardFormattedAddress
"Xã Mỏ Công, Huyện Tân Biên, Tỉnh Tây Ninh",11.455551,106.034629,"11.441877,105.961075 – 11.489193,106.122436","Mỏ Công, Tân Biên, Tây Ninh, Vietnam"
"Phường Cộng Hòa, Thành phố Chí Linh, Tỉnh Hải Dương",21.134852,106.38759,"21.112207,106.358728 – 21.162482,106.424647","Cộng Hòa, Chí Linh, Hải Dương, Vietnam"
"Xã Trà Vong, Huyện Tân Biên, Tỉnh Tây Ninh",11.425756,106.075775,"11.391706,106.003576 – 11.446068,106.118133","Trà Vong, Tân Biên District, Tây Ninh, Vietnam"
"Xã Tân Thạnh, Huyện Thới Lai, Thành phố Cần Thơ",10.102197,105.576749,"10.067995,105.555353 – 10.128424,105.595179","Tân Thạnh, Thới Lai, Cần Thơ, Vietnam"
"Xã Tân Phong, Huyện Tân Biên, Tỉnh Tây Ninh",11.494389,106.028751,"11.461082,105.959676 – 11.52351,106.124907","Tân Phong, Tân Biên District, Tây Ninh, Vietnam"
"Phường 4, Thành phố Tây Ninh, Tỉnh Tây Ninh",11.300025,106.11399,"11.295104,106.104412 – 11.308591,106.129303","Phường 4, Tp. Tây Ninh, Tây Ninh, Vietnam"
"Phường Tứ Minh, Thành phố Hải Dương, Tỉnh Hải Dương",20.924263,106.286765,"20.914464,106.25968 – 20.939477,106.301608","Tứ Minh, Hải Dương, Hai Duong, Vietnam"
"Phường Đông Hải 2, Quận Hải An, Thành phố Hải Phòng",20.817566,106.788342,"20.800027,106.749735 – 20.849834,106.830712","Đông Hải 2, Hải An, Hai Phong, Vietnam"
"Xã Vân Canh, Huyện Hoài Đức, Thành phố Hà Nội",21.033149,105.732183,"21.012206,105.717573 – 21.046775,105.739074","Vân Canh, Hoài Đức, Hà Nội, Vietnam"
"Xã Vầy Nưa, Huyện Đà Bắc, Tỉnh Hòa Bình",20.800145,105.20778,"20.76125,105.161133 – 20.836032,105.282669","Vầy Nưa, Đà Bắc, Hòa Bình, Vietnam"
"Phường Phú Mỹ, Quận 7, Thành phố Hồ Chí Minh",10.714263,106.736978,"10.697717,106.723059 – 10.725174,106.751633","Phú Mỹ, District 7, Ho Chi Minh City, Vietnam"
"Xã Cao Sơn, Huyện Lương Sơn, Tỉnh Hòa Bình",20.82514,105.506409,"20.787573,105.46463 – 20.871323,105.554237","Cao Răm, Lương Sơn, Hòa Bình, Vietnam"
"Phường Tân Tạo A, Quận Bình Tân, Thành phố Hồ Chí Minh",10.749359,106.581338,"10.722316,106.55816 – 10.760424,106.602775","Tân Tạo A, Bình Tân, Ho Chi Minh City, Vietnam"
"Phường Tân Tạo, Quận Bình Tân, Thành phố Hồ Chí Minh",10.759752,106.590819,"10.743522,106.56756 – 10.771263,106.605985","Tân Tạo, Bình Tân, Hồ Chí Minh, Vietnam"
"Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh",10.770323,106.596713,"10.757267,106.576969 – 10.778463,106.610043","Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Vietnam"
"Phường Bình Hưng Hòa A, Quận Bình Tân, Thành phố Hồ Chí Minh",10.786868,106.604777,"10.773705,106.593138 – 10.796722,106.621543","Bình Hưng Hòa A, Bình Tân, Ho Chi Minh City, Vietnam"
"Xã Phạm Văn Hai, Huyện Bình Chánh, Thành phố Hồ Chí Minh",10.8149,106.528946,"10.762957,106.506156 – 10.873416,106.568216","Phạm Văn Hai, Bình Chánh, Hồ Chí Minh, Vietnam"
"Xã Tân Kiên, Huyện Bình Chánh, Thành phố Hồ Chí Minh",10.717344,106.581462,"10.694569,106.565371 – 10.734381,106.604334","Tân Kiên, Bình Chánh, Ho Chi Minh City, Vietnam"
"Xã Suối Tân, Huyện Cam Lâm, Tỉnh Khánh Hòa",12.120786,109.039376,"12.057578,108.944228 – 12.182174,109.144814","Suối Tân, Cam Lâm, Khánh Hòa, Vietnam"
"Xã Cam Hiệp Nam, Huyện Cam Lâm, Tỉnh Khánh Hòa",12.028376,109.110711,"12.000452,109.075613 – 12.052164,109.136553","Cam Hiệp Nam, Tp. Cam Ranh, Khánh Hòa, Vietnam"
"Xã Cam An Bắc, Huyện Cam Lâm, Tỉnh Khánh Hòa",11.981366,109.080987,"11.926142,109.049263 – 12.027233,109.119473","Cam An Bắc, Tp. Cam Ranh, Khánh Hòa, Vietnam"
"Xã Cam An Nam, Huyện Cam Lâm, Tỉnh Khánh Hòa",11.972986,109.122602,"11.946044,109.097586 – 12.002803,109.141874","Cam An Nam, Cam Ranh, Khánh Hòa, Vietnam"
"Phường 4, Thành phố Tân An, Tỉnh Long An",10.525171,106.394911,"10.506748,106.385722 – 10.543667,106.411246","Phường 4, Tp. Tân An, Long An, Vietnam"
"Xã An Thới Đông, Huyện Cần Giờ, Thành phố Hồ Chí Minh",10.554972,106.806039,"10.489922,106.742134 – 10.61822,106.872897","An Thới Đông, Cần Giờ, Hồ Chí Minh, Vietnam"
"Xã An Phú Tây, Huyện Bình Chánh, Thành phố Hồ Chí Minh",10.688013,106.6085,"10.672455,106.592001 – 10.701773,106.623633","An Phú Tây, Bình Chánh, Ho Chi Minh City, Vietnam"
"Phường 7, Quận 8, Thành phố Hồ Chí Minh",10.704747,106.62211,"10.69227,106.597808 – 10.731976,106.642207","Phường 7, District 8, Ho Chi Minh City, Vietnam"
"Phường 16, Quận 8, Thành phố Hồ Chí Minh",10.725157,106.622917,"10.704373,106.603516 – 10.735784,106.634735","Phường 16, District 8, Ho Chi Minh City, Vietnam"
"Phường 4, Quận 3, Thành phố Hồ Chí Minh",10.773081,106.682925,"10.770046,106.679047 – 10.777669,106.686832","Phường 4, District 3, Ho Chi Minh City, Vietnam"
"Phường 4, Quận 4, Thành phố Hồ Chí Minh",10.755612,106.703562,"10.752424,106.700383 – 10.759271,106.706148","Phường 4, District 4, Ho Chi Minh City, Vietnam"
"Phường 8, Quận 11, Thành phố Hồ Chí Minh",10.763144,106.650451,"10.758093,106.64581 – 10.765016,106.657027","Phường 8, District 11, Ho Chi Minh City, Vietnam"
"Phường 14, Quận 10, Thành phố Hồ Chí Minh",10.770934,106.660079,"10.763859,106.655996 – 10.782321,106.667748","Phường 14, District 10, Ho Chi Minh City, Vietnam"
"Phường 2, Quận 4, Thành phố Hồ Chí Minh",10.756389,106.694972,"10.753332,106.692633 – 10.761808,106.699126","Phường 2, District 4, Ho Chi Minh City, Vietnam"
"Phường An Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",10.792333,106.751677,"10.780716,106.732298 – 10.814688,106.781251","An Phu, Thủ Đức City, Ho Chi Minh City, Vietnam"
"Phường Gia Sàng, Thành phố Thái Nguyên, Tỉnh Thái Nguyên",21.577222,105.849558,"21.564564,105.83293 – 21.584718,105.86606","Gia Sàng, Thái Nguyên, Thai Nguyen, Vietnam"
"Phường Cam Giá, Thành phố Thái Nguyên, Tỉnh Thái Nguyên",21.558765,105.873068,"21.547284,105.853076 – 21.575625,105.896203","Cam Giá, Thai Nguyen, Vietnam"
"Phường 15, Quận 4, Thành phố Hồ Chí Minh",10.756593,106.707318,"10.752403,106.705075 – 10.761069,106.711137","Phường 15, District 4, Ho Chi Minh City, Vietnam"
"Phường 5, Quận 8, Thành phố Hồ Chí Minh",10.738451,106.663361,"10.730151,106.655911 – 10.744175,106.678083","phường 5, Quận 8, Hồ Chí Minh, Vietnam"
"Xã Trà Bùi, Huyện Trà Bồng, Tỉnh Quảng Ngãi",15.128738,108.486956,"15.103786,108.454381 – 15.170853,108.575766","Trà Bùi, Trà Bồng District, Quang Ngai, Vietnam"
"Phường Đông Hải, Thành phố Phan Rang-Tháp Chàm, Tỉnh Ninh Thuận",11.542645,109.028974,"11.529795,109.012302 – 11.554739,109.034672","Đông Hải, Tp. Phan Rang - Tháp Chàm, Ninh Thuận, Vietnam"
"Xã Ngọc Thanh, Huyện Kim Động, Tỉnh Hưng Yên",20.720897,106.03169,"20.708288,106.014082 – 20.734535,106.051134","Ngọc Thanh, Kim Động, Hung Yen, Vietnam"
"Xã Đồng Tân, Huyện Mai Châu, Tỉnh Hòa Bình",20.716591,105.038208,"20.698277,104.998127 – 20.737761,105.088047","Đồng Bảng, Mai Châu District, Hoa Binh, Vietnam"
"Xã Gia Tân, Huyện Gia Viễn, Tỉnh Ninh Bình",20.327234,105.908306,"20.305028,105.889492 – 20.351306,105.92906","xã Gia Tân, Hoa Lư, Ninh Bình, Vietnam"
"Xã Cam Hiệp Bắc, Huyện Cam Lâm, Tỉnh Khánh Hòa",12.067002,109.104766,"12.040496,109.073296 – 12.104452,109.128399","Cam Hiệp Bắc, Cam Lâm, Khánh Hòa, Vietnam"
"Xã Bình Thạnh, Huyện Thủ Thừa, Tỉnh Long An",10.58227,106.399366,"10.563464,106.379414 – 10.596749,106.442628","Bình Thanh, Tp. Tân An, Long An, Vietnam"
"Phường Tiên Nội, Thị xã Duy Tiên, Tỉnh Hà Nam",20.619226,105.94355,"20.59836,105.92974 – 20.642588,105.962788","Tiên Nội, Duy Tiên, Hà Nam, Vietnam"
"Phường Hoàng Đông, Thị xã Duy Tiên, Tỉnh Hà Nam",20.620885,105.925927,"20.602659,105.904942 – 20.635033,105.943136","Hoàng Đông, Phủ Lý, Hà Nam, Vietnam"
"Xã Tiên Ngoại, Thị xã Duy Tiên, Tỉnh Hà Nam",20.606539,105.9553,"20.585064,105.940132 – 20.626519,105.969143","Tiên Ngoại, Tp. Phủ Lý, Hà Nam, Vietnam"
"Phường Hòa Mạc, Thị xã Duy Tiên, Tỉnh Hà Nam",20.637754,105.977332,"20.626376,105.964571 – 20.648069,105.994152","Hòa Mạc, Duy Tiên, Hà Nam, Vietnam"
"Xã Nhị Thành, Huyện Thủ Thừa, Tỉnh Long An",10.591897,106.42292,"10.572946,106.409701 – 10.631232,106.446501","Nhị Thành, Tp. Tân An, Long An, Vietnam"
"Xã Ea Bar, Huyện Sông Hinh, Tỉnh Phú Yên",12.945221,108.795738,"12.86787,108.744564 – 13.035331,108.861466","Ea Bar, Ban Hoang, Phú Yên, Vietnam"
"Xã Ea Bia, Huyện Sông Hinh, Tỉnh Phú Yên",12.963464,108.92051,"12.931957,108.885069 – 12.999707,108.953476","Ea Bia, Sông Hinh, Phú Yên, Vietnam"
"Xã Tân Thành, Huyện Thủ Thừa, Tỉnh Long An",10.614917,106.399366,"10.593902,106.385014 – 10.631401,106.416471","Tân Thành, Tan An, Long An, Vietnam"
"Phường 4, Thị xã Cai Lậy, Tỉnh Tiền Giang",10.405064,106.118672,"10.403715,106.117323 – 10.406413,106.12002","Cai Lậy, Tien Giang, Vietnam"
"Phường Quang Trung, Thành phố Phủ Lý, Tỉnh Hà Nam",20.561942,105.921522,"20.540101,105.910199 – 20.571403,105.931292","Quang Trung, Phủ Lý, Hà Nam, Vietnam"
"Phường 4, Thành phố Mỹ Tho, Tỉnh Tiền Giang",10.3575,106.359625,"10.34773,106.356551 – 10.36435,106.362333","Phường 4, Thành phố Mỹ Tho, Tiền Giang, Vietnam"
"Phường 6, Thành phố Mỹ Tho, Tỉnh Tiền Giang",10.351872,106.347671,"10.343262,106.336091 – 10.361517,106.357151","Phường 6, Mỹ Tho, Tien Giang, Vietnam"
"Phường 9, Thành phố Tuy Hòa, Tỉnh Phú Yên",13.107823,109.294341,"13.089521,109.249458 – 13.119657,109.313332","Phường 9, Tuy Hòa, Phú Yên, Vietnam"
"Xã Canh Hiệp, Huyện Vân Canh, Tỉnh Bình Định",13.660137,108.985882,"13.56792,108.957095 – 13.791216,109.118013","Canh Hiep, Vân Canh District, Binh Dinh, Vietnam"
"Xã Canh Liên, Huyện Vân Canh, Tỉnh Bình Định",13.701825,108.878915,"13.503032,108.799553 – 13.837449,108.978296","Canh Liên, Vân Canh District, Binh Dinh, Vietnam"
"Phường 3, Thị xã Cai Lậy, Tỉnh Tiền Giang",10.354102,106.374039,"10.347878,106.367065 – 10.365128,106.382579","Phường 2, Mỹ Tho, Tien Giang, Vietnam"
"Thị trấn Thủ Thừa, Huyện Thủ Thừa, Tỉnh Long An",10.614917,106.399366,"10.593902,106.385014 – 10.631401,106.416471","Tân Thành, Tan An, Long An, Vietnam"
"Xã Cam Hòa, Huyện Cam Lâm, Tỉnh Khánh Hòa",12.124953,109.134493,"12.078645,109.094281 – 12.170848,109.16713","Cam Hòa, Nha Trang, Khánh Hòa, Vietnam"
"Xã Vĩnh Trị, Huyện Vĩnh Hưng, Tỉnh Long An",10.915659,105.770329,"10.843751,105.704032 – 10.991603,105.819417","Vĩnh Trị, Vĩnh Hưng District, Long An, Vietnam"
"Xã Thái Bình Trung, Huyện Vĩnh Hưng, Tỉnh Long An",10.906789,105.834901,"10.857793,105.800046 – 10.945484,105.863364","Thái Bình Trung, Vĩnh Hưng District, Long An, Vietnam"
"Xã An Nghĩa, Huyện An Lão, Tỉnh Bình Định",14.501636,108.825442,"14.468191,108.767584 – 14.520745,108.890478","Ân Nghĩa, An Lão, Bình Định, Vietnam"
"Xã Thái Trị, Huyện Vĩnh Hưng, Tỉnh Long An",10.958227,105.793807,"10.893744,105.75963 – 10.997226,105.830269","Thái Trị, Vĩnh Hưng, Long An, Vietnam"
"Xã Vĩnh Bình, Huyện Vĩnh Hưng, Tỉnh Long An",10.874576,105.823159,"10.839284,105.791575 – 10.908486,105.841837","Vĩnh Bình, Vĩnh Hưng District, Long An, Vietnam"
"Xã Khánh Hưng, Huyện Vĩnh Hưng, Tỉnh Long An",10.963169,105.699912,"10.915046,105.630369 – 11.004978,105.739524","Khánh Hưng, Vĩnh Hưng, Long An, Vietnam"
"Xã Cam Tân, Huyện Cam Lâm, Tỉnh Khánh Hòa",12.127492,109.098821,"12.094885,109.039822 – 12.165457,109.136038","Cam Tân, Nha Trang, Khánh Hòa, Vietnam"
"Xã Vĩnh Thuận, Huyện Vĩnh Hưng, Tỉnh Long An",10.844825,105.76446,"10.803084,105.739881 – 10.865513,105.794364","Vĩnh Thuận, Vĩnh Hưng District, Long An, Vietnam"
"Xã Đức Hòa Thượng, Huyện Đức Hòa, Tỉnh Long An",10.863038,106.446477,"10.837437,106.424131 – 10.898801,106.482055","Đức Hòa Thượng, Đức Hòa, Long An, Vietnam"
"Xã Hòa Bình 1, Huyện Tây Hòa, Tỉnh Phú Yên",13.024507,109.277206,"12.999355,109.253767 – 13.048213,109.293302","Hòa Bình 1, Tây Hòa District, Phú Yên, Vietnam"
"Xã Hòa Trị, Huyện Phú Hòa, Tỉnh Phú Yên",13.081385,109.253417,"13.065099,109.228253 – 13.109619,109.276539","Hòa Trị, Phú Hòa District, Phú Yên, Vietnam"
"Xã Hòa An, Huyện Phú Hòa, Tỉnh Phú Yên",13.055008,109.274232,"13.032396,109.257263 – 13.076428,109.292077","Hòa An, Phú Hòa District, Phú Yên, Vietnam"
"Phường Hòa Hiệp Bắc, Thị xã Đông Hòa, Tỉnh Phú Yên",13.019016,109.348579,"13.001426,109.329294 – 13.053606,109.370071","Hòa Hiệp Bắc, Đông Hòa District, Phú Yên, Vietnam"
"Xã Bắc Hòa, Huyện Tân Thạnh, Tỉnh Long An",10.695417,105.905369,"10.654146,105.868958 – 10.732752,105.937921","Bắc Hòa, Tân Thạnh District, Long An, Vietnam"
"Phường Long Thạnh Mỹ, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",10.842195,106.823737,"10.825453,106.800973 – 10.870741,106.838981","Long Thạnh Mỹ, Thủ Đức, Hồ Chí Minh, Vietnam"
"Phường Linh Đông, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",10.843909,106.744105,"10.833821,106.738563 – 10.860199,106.753511","Linh Dong, Thủ Đức City, Ho Chi Minh City, Vietnam"
"Phường An Lư, Thành phố Thủy Nguyên, Thành phố Hải Phòng",20.904088,106.702825,"20.881835,106.692131 – 20.940465,106.722715","An Lư, Thủy Nguyên, Hai Phong, Vietnam"
"Phường Hoa Động, Thành phố Thủy Nguyên, Thành phố Hải Phòng",20.89088,106.661553,"20.873571,106.648593 – 20.911826,106.672736","Hoa Động, Thủy Nguyên, Hai Phong, Vietnam"
"Xã Tân Thạnh, Huyện Thanh Bình, Tỉnh Đồng Tháp",10.576177,105.459531,"10.538752,105.436027 – 10.616205,105.494328","Tân Thạnh, Thanh Bình District, Dong Thap, Vietnam"
"Xã Hòa Liên, Huyện Hòa Vang, Thành phố Đà Nẵng",16.087358,108.083578,"16.061609,108.038907 – 16.139249,108.126798","Hòa Liên, Hòa Vang, Đà Nẵng, Vietnam"
"Phường Thủy Hà, Thành phố Thủy Nguyên, Thành phố Hải Phòng",20.914459,106.714618,"20.862467,106.704081 – 20.941864,106.738822","Thủy Triều, Thủy Nguyên, Hai Phong, Vietnam"
"Xã Hồng Phong, Huyện Bình Gia, Tỉnh Lạng Sơn",22.099154,106.405254,"22.058885,106.337443 – 22.157822,106.491366","Hồng Phong, Bình Gia District, Lạng Sơn, Vietnam"
"Thị trấn Hà Trung, Huyện Hà Trung, Tỉnh Thanh Hóa",19.992977,105.845176,"19.978875,105.839109 – 20.020633,105.854237","Hà Trung, Hà Trung District, Thanh Hoa, Vietnam"
"Phường Lê Hồng Phong, Thành phố Thủy Nguyên, Thành phố Hải Phòng",20.916926,106.632078,"20.905235,106.6227 – 20.934977,106.644728","Kiền Bái, Thủy Nguyên, Hai Phong, Vietnam"
"Xã Quang Trung, Thành phố Thủy Nguyên, Thành phố Hải Phòng",20.936021,106.614394,"20.917009,106.597242 – 20.95387,106.634551","Cao Nhân, Thủy Nguyên, Hai Phong, Vietnam"
"Xã Kim Phú, Thành phố Tuyên Quang, Tỉnh Tuyên Quang",21.785667,105.166833,"21.753995,105.145309 – 21.809986,105.198032","Kim Phú, Yên Sơn District, Tuyên Quang, Vietnam"
"Phường An Hải, Quận An Dương, Thành phố Hải Phòng",20.849938,106.6085,"20.834921,106.589621 – 20.860043,106.623871","Đặng Cương, An Dương, Hai Phong, Vietnam"
"Thị trấn Trường Sơn, Huyện An Lão, Thành phố Hải Phòng",20.816439,106.596713,"20.805045,106.583133 – 20.826686,106.615351","tt. Trường Sơn, An Lão, Hải Phòng, Vietnam"
"Xã Gáo Giồng, Huyện Cao Lãnh, Tỉnh Đồng Tháp",10.606672,105.629373,"10.552812,105.589696 – 10.672164,105.660077","Gáo Giồng, Cao Lãnh, Đồng Tháp, Vietnam"
"Phường Đồng Thái, Quận An Dương, Thành phố Hải Phòng",20.847597,106.632078,"20.825756,106.613897 – 20.86131,106.656128","Đồng Thái, An Dương, Hai Phong, Vietnam"
"Phường Tân Tiến, Quận An Dương, Thành phố Hải Phòng",20.893309,106.579032,"20.877892,106.56664 – 20.910095,106.599317","Tân Tiến, An Dương, Hai Phong, Vietnam"
"Phường Lê Lợi, Quận An Dương, Thành phố Hải Phòng",20.858053,106.584926,"20.847698,106.562218 – 20.868389,106.606553","Lê Lợi, An Dương, Hai Phong, Vietnam"
"Phường Lê Thiện, Quận An Dương, Thành phố Hải Phòng",20.930905,106.549568,"20.903647,106.540028 – 20.94829,106.572735","Lê Thiện, An Dương, Hai Phong, Vietnam"
"Xã Thái Sơn, Huyện An Lão, Thành phố Hải Phòng",20.787551,106.596713,"20.771664,106.582253 – 20.812466,106.617079","Thái Sơn, An Lão, Hải Phòng, Vietnam"
"Phường Đồng Hòa, Quận Kiến An, Thành phố Hải Phòng",20.82156,106.661553,"20.812265,106.64918 – 20.833886,106.677482","Đồng Hòa, Kiến An, Hai Phong, Vietnam"
"Phường Trần Thành Ngọ, Quận Kiến An, Thành phố Hải Phòng",20.80904,106.627657,"20.800511,106.619654 – 20.816377,106.633752","Trần Thành Ngọ, Kiến An, Hai Phong, Vietnam"
"Phường Nam Sơn, Quận Kiến An, Thành phố Hải Phòng",20.805987,106.643867,"20.795777,106.631488 – 20.817179,106.659908","Nam Sơn, Kiến An, Hai Phong, Vietnam"
"Phường Bắc Sơn, Quận Kiến An, Thành phố Hải Phòng",20.819717,106.636499,"20.813118,106.62151 – 20.829614,106.646883","Bắc Sơn, Kiến An, Hai Phong, Vietnam"
"Xã Vĩnh Châu, Thành phố Châu Đốc, Tỉnh An Giang",10.657569,105.110953,"10.611587,105.056162 – 10.684436,105.138441","Vĩnh Châu, Tp. Châu Đốc, An Giang, Vietnam"
"Phường Văn Đẩu, Quận Kiến An, Thành phố Hải Phòng",20.788072,106.649762,"20.772737,106.62578 – 20.805355,106.660616","Văn Đẩu, Kiến An, Hai Phong, Vietnam"
"Phường Nam Hải, Quận Hải An, Thành phố Hải Phòng",20.830655,106.744105,"20.819787,106.72765 – 20.842148,106.755438","Nam Hai, Hải An, Hai Phong, Vietnam"
"Xã Phú Hội, Huyện An Phú, Tỉnh An Giang",10.814282,105.073277,"10.797392,105.037451 – 10.879963,105.084915","Phú Hội, បូរីជលសារ, An Giang, Vietnam"
"Xã Liên Xuân, Thành phố Thủy Nguyên, Thành phố Hải Phòng",20.993454,106.646815,"20.968453,106.621349 – 21.020321,106.674122","Liên Khê, Thủy Nguyên, Hai Phong, Vietnam"
"Xã Xuân Tâm, Huyện Xuân Lộc, Tỉnh Đồng Nai",10.866663,107.444025,"10.765858,107.398224 – 10.969505,107.514267","Xuân Tâm, Xuân Lộc, Đồng Nai, Vietnam"
"Xã Hà Bình, Huyện Hà Trung, Tỉnh Thanh Hóa",20.02639,105.843708,"20.009484,105.82278 – 20.040894,105.865867","Hà Bình, Tx. Bỉm Sơn, Thanh Hóa, Vietnam"
"Phường Tân Thành, Quận Dương Kinh, Thành phố Hải Phòng",20.762189,106.764748,"20.741747,106.73986 – 20.775776,106.794834","Tân Thành, Dương Kinh District, Hai Phong, Vietnam"
"Phường Hải Thành, Quận Dương Kinh, Thành phố Hải Phòng",20.786224,106.726413,"20.764541,106.706198 – 20.805426,106.748099","Hải Thành, Dương Kinh District, Hai Phong, Vietnam"
"Phường Ngọc Xuyên, Quận Đồ Sơn, Thành phố Hải Phòng",20.737916,106.776544,"20.703896,106.755867 – 20.746843,106.795349","Ngọc Xuyên, Đồ Sơn, Hai Phong, Vietnam"
"Phường Anh Dũng, Quận Dương Kinh, Thành phố Hải Phòng",20.800125,106.702825,"20.779949,106.692824 – 20.828291,106.725869","Anh Dũng, Dương Kinh, Hải Phòng, Vietnam"
"Phường Vạn Hương, Quận Đồ Sơn, Thành phố Hải Phòng",20.693147,106.791291,"20.664389,106.764536 – 20.72212,106.819167","Vạn Hương, Đồ Sơn, Hai Phong, Vietnam"
"Phường 15, Quận Tân Bình, Thành phố Hồ Chí Minh",10.823333,106.63616,"10.803828,106.627896 – 10.837355,106.648567","Phường 15, Tân Bình, Ho Chi Minh City, Vietnam"
"Phường Tân Quý, Quận Tân Phú, Thành phố Hồ Chí Minh",10.794826,106.621762,"10.788117,106.613651 – 10.801354,106.629524","Tân Quý, Tân Phú, Hồ Chí Minh, Vietnam"
"Phường Sơn Kỳ, Quận Tân Phú, Thành phố Hồ Chí Minh",10.806047,106.615868,"10.796804,106.607114 – 10.813012,106.632692","Sơn Kỳ, Tân Phú, Ho Chi Minh City, Vietnam"
